
 param nb_n := 27; #number of nodes


 set A:= 
	 1 2
	 2 1
	 2 3
	 3 2
	 3 4
	 4 3
	 4 5
	 5 4
	 5 6
	 6 5
	 6 7
	 7 6
	 7 8
	 8 7
	 8 9
	 9 8
	 9 10
	 10 9
	 9 12
	 12 9
	 10 12
	 12 10
	 11 12
	 12 11
	 10 11
	 11 10
	 11 26
	 26 11
	 25 26
	 26 25
	 23 25
	 25 23
	 24 25
	 25 24
	 23 24
	 24 23
	 22 24
	 24 22
	 23 27
	 27 23
	 22 23
	 23 22
	 21 22
	 22 21
	 1 21
	 21 1
	 20 21
	 21 20
	 1 20
	 20 1
	 20 22
	 22 20
	 2 20
	 20 2
	 20 27
	 27 20
	 22 27
	 27 22
	 19 20
	 20 19
	 19 27
	 27 19
	 4 19
	 19 4
	 18 19
	 19 18
	 16 19
	 19 16
	 19 24
	 24 19
	 16 24
	 24 16
	 16 26
	 26 16
	 15 16
	 16 15
	 11 15
	 15 11
	 13 15
	 15 13
	 16 17
	 17 16
	 16 18
	 18 16
	 17 18
	 18 17
	 5 18
	 18 5
	 14 17
	 17 14
	 5 14
	 14 5
	 6 14
	 14 6
	 7 14
	 14 7
	 13 17
	 17 13
	 12 13
	 13 12
	 24 27
	 27 24
;

 param uu:= 42;

 param nb_d:= 702; # number of demands

 param : o d := 
	 1 	 1 	 1
	 2 	 1 	 1
	 3 	 1 	 1
	 4 	 1 	 1
	 5 	 1 	 1
	 6 	 1 	 1
	 7 	 1 	 1
	 8 	 1 	 1
	 9 	 1 	 1
	 10 	 1 	 1
	 11 	 1 	 1
	 12 	 1 	 1
	 13 	 1 	 1
	 14 	 1 	 1
	 15 	 1 	 1
	 16 	 1 	 1
	 17 	 1 	 1
	 18 	 1 	 1
	 19 	 1 	 1
	 20 	 1 	 1
	 21 	 1 	 1
	 22 	 1 	 1
	 23 	 1 	 1
	 24 	 1 	 1
	 25 	 1 	 1
	 26 	 1 	 1
	 27 	 1 	 1
	 28 	 1 	 1
	 29 	 1 	 1
	 30 	 1 	 1
	 31 	 1 	 1
	 32 	 1 	 1
	 33 	 1 	 1
	 34 	 1 	 1
	 35 	 1 	 1
	 36 	 1 	 1
	 37 	 1 	 1
	 38 	 1 	 1
	 39 	 1 	 1
	 40 	 1 	 1
	 41 	 1 	 1
	 42 	 1 	 1
	 43 	 1 	 1
	 44 	 1 	 1
	 45 	 1 	 1
	 46 	 1 	 1
	 47 	 1 	 1
	 48 	 1 	 1
	 49 	 1 	 1
	 50 	 1 	 1
	 51 	 1 	 1
	 52 	 1 	 1
	 53 	 2 	 1
	 54 	 2 	 1
	 55 	 2 	 1
	 56 	 2 	 1
	 57 	 2 	 1
	 58 	 2 	 1
	 59 	 2 	 1
	 60 	 2 	 1
	 61 	 2 	 1
	 62 	 2 	 1
	 63 	 2 	 1
	 64 	 2 	 1
	 65 	 2 	 1
	 66 	 2 	 1
	 67 	 2 	 1
	 68 	 2 	 1
	 69 	 2 	 1
	 70 	 2 	 1
	 71 	 2 	 1
	 72 	 2 	 1
	 73 	 2 	 1
	 74 	 2 	 1
	 75 	 2 	 1
	 76 	 2 	 1
	 77 	 2 	 1
	 78 	 2 	 1
	 79 	 2 	 1
	 80 	 2 	 1
	 81 	 2 	 1
	 82 	 2 	 1
	 83 	 2 	 1
	 84 	 2 	 1
	 85 	 2 	 1
	 86 	 2 	 1
	 87 	 2 	 1
	 88 	 2 	 1
	 89 	 2 	 1
	 90 	 2 	 1
	 91 	 2 	 1
	 92 	 2 	 1
	 93 	 2 	 1
	 94 	 2 	 1
	 95 	 2 	 1
	 96 	 2 	 1
	 97 	 2 	 1
	 98 	 2 	 1
	 99 	 2 	 1
	 100 	 2 	 1
	 101 	 2 	 1
	 102 	 2 	 1
	 103 	 3 	 1
	 104 	 3 	 1
	 105 	 3 	 1
	 106 	 3 	 1
	 107 	 3 	 1
	 108 	 3 	 1
	 109 	 3 	 1
	 110 	 3 	 1
	 111 	 3 	 1
	 112 	 3 	 1
	 113 	 3 	 1
	 114 	 3 	 1
	 115 	 3 	 1
	 116 	 3 	 1
	 117 	 3 	 1
	 118 	 3 	 1
	 119 	 3 	 1
	 120 	 3 	 1
	 121 	 3 	 1
	 122 	 3 	 1
	 123 	 3 	 1
	 124 	 3 	 1
	 125 	 3 	 1
	 126 	 3 	 1
	 127 	 3 	 1
	 128 	 3 	 1
	 129 	 3 	 1
	 130 	 3 	 1
	 131 	 3 	 1
	 132 	 3 	 1
	 133 	 3 	 1
	 134 	 3 	 1
	 135 	 3 	 1
	 136 	 3 	 1
	 137 	 3 	 1
	 138 	 3 	 1
	 139 	 3 	 1
	 140 	 3 	 1
	 141 	 3 	 1
	 142 	 3 	 1
	 143 	 3 	 1
	 144 	 3 	 1
	 145 	 3 	 1
	 146 	 3 	 1
	 147 	 3 	 1
	 148 	 3 	 1
	 149 	 3 	 1
	 150 	 3 	 1
	 151 	 4 	 1
	 152 	 4 	 1
	 153 	 4 	 1
	 154 	 4 	 1
	 155 	 4 	 1
	 156 	 4 	 1
	 157 	 4 	 1
	 158 	 4 	 1
	 159 	 4 	 1
	 160 	 4 	 1
	 161 	 4 	 1
	 162 	 4 	 1
	 163 	 4 	 1
	 164 	 4 	 1
	 165 	 4 	 1
	 166 	 4 	 1
	 167 	 4 	 1
	 168 	 4 	 1
	 169 	 4 	 1
	 170 	 4 	 1
	 171 	 4 	 1
	 172 	 4 	 1
	 173 	 4 	 1
	 174 	 4 	 1
	 175 	 4 	 1
	 176 	 4 	 1
	 177 	 4 	 1
	 178 	 4 	 1
	 179 	 4 	 1
	 180 	 4 	 1
	 181 	 4 	 1
	 182 	 4 	 1
	 183 	 4 	 1
	 184 	 4 	 1
	 185 	 4 	 1
	 186 	 4 	 1
	 187 	 4 	 1
	 188 	 4 	 1
	 189 	 4 	 1
	 190 	 4 	 1
	 191 	 4 	 1
	 192 	 4 	 1
	 193 	 4 	 1
	 194 	 4 	 1
	 195 	 4 	 1
	 196 	 4 	 1
	 197 	 5 	 1
	 198 	 5 	 1
	 199 	 5 	 1
	 200 	 5 	 1
	 201 	 5 	 1
	 202 	 5 	 1
	 203 	 5 	 1
	 204 	 5 	 1
	 205 	 5 	 1
	 206 	 5 	 1
	 207 	 5 	 1
	 208 	 5 	 1
	 209 	 5 	 1
	 210 	 5 	 1
	 211 	 5 	 1
	 212 	 5 	 1
	 213 	 5 	 1
	 214 	 5 	 1
	 215 	 5 	 1
	 216 	 5 	 1
	 217 	 5 	 1
	 218 	 5 	 1
	 219 	 5 	 1
	 220 	 5 	 1
	 221 	 5 	 1
	 222 	 5 	 1
	 223 	 5 	 1
	 224 	 5 	 1
	 225 	 5 	 1
	 226 	 5 	 1
	 227 	 5 	 1
	 228 	 5 	 1
	 229 	 5 	 1
	 230 	 5 	 1
	 231 	 5 	 1
	 232 	 5 	 1
	 233 	 5 	 1
	 234 	 5 	 1
	 235 	 5 	 1
	 236 	 5 	 1
	 237 	 5 	 1
	 238 	 5 	 1
	 239 	 5 	 1
	 240 	 5 	 1
	 241 	 6 	 1
	 242 	 6 	 1
	 243 	 6 	 1
	 244 	 6 	 1
	 245 	 6 	 1
	 246 	 6 	 1
	 247 	 6 	 1
	 248 	 6 	 1
	 249 	 6 	 1
	 250 	 6 	 1
	 251 	 6 	 1
	 252 	 6 	 1
	 253 	 6 	 1
	 254 	 6 	 1
	 255 	 6 	 1
	 256 	 6 	 1
	 257 	 6 	 1
	 258 	 6 	 1
	 259 	 6 	 1
	 260 	 6 	 1
	 261 	 6 	 1
	 262 	 6 	 1
	 263 	 6 	 1
	 264 	 6 	 1
	 265 	 6 	 1
	 266 	 6 	 1
	 267 	 6 	 1
	 268 	 6 	 1
	 269 	 6 	 1
	 270 	 6 	 1
	 271 	 6 	 1
	 272 	 6 	 1
	 273 	 6 	 1
	 274 	 6 	 1
	 275 	 6 	 1
	 276 	 6 	 1
	 277 	 6 	 1
	 278 	 6 	 1
	 279 	 6 	 1
	 280 	 6 	 1
	 281 	 6 	 1
	 282 	 6 	 1
	 283 	 7 	 1
	 284 	 7 	 1
	 285 	 7 	 1
	 286 	 7 	 1
	 287 	 7 	 1
	 288 	 7 	 1
	 289 	 7 	 1
	 290 	 7 	 1
	 291 	 7 	 1
	 292 	 7 	 1
	 293 	 7 	 1
	 294 	 7 	 1
	 295 	 7 	 1
	 296 	 7 	 1
	 297 	 7 	 1
	 298 	 7 	 1
	 299 	 7 	 1
	 300 	 7 	 1
	 301 	 7 	 1
	 302 	 7 	 1
	 303 	 7 	 1
	 304 	 7 	 1
	 305 	 7 	 1
	 306 	 7 	 1
	 307 	 7 	 1
	 308 	 7 	 1
	 309 	 7 	 1
	 310 	 7 	 1
	 311 	 7 	 1
