
 param nb_n := 12; #number of nodes


 set A:= 
	 1 2
	 2 1
	 2 5
	 5 2
	 2 6
	 6 2
	 2 12
	 12 2
	 3 6
	 6 3
	 3 9
	 9 3
	 4 7
	 7 4
	 4 10
	 10 4
	 4 11
	 11 4
	 5 7
	 7 5
	 5 8
	 8 5
	 6 7
	 7 6
	 8 10
	 10 8
	 9 12
	 12 9
	 10 11
	 11 10
;

 param uu:= 9500;

 param nb_d:= 132; # number of demands

 param : o d := 
	 1 	 6 	 36
	 2 	 1 	 28
	 3 	 5 	 18
	 4 	 7 	 28
	 5 	 8 	 120
	 6 	 5 	 165
	 7 	 3 	 272
	 8 	 8 	 97
	 9 	 8 	 230
	 10 	 1 	 17
	 11 	 1 	 9
	 12 	 1 	 7
	 13 	 3 	 314
	 14 	 7 	 39
	 15 	 5 	 34
	 16 	 4 	 77
	 17 	 9 	 401
	 18 	 7 	 46
	 19 	 9 	 55
	 20 	 4 	 161
	 21 	 7 	 20
	 22 	 4 	 42
	 23 	 6 	 187
	 24 	 1 	 8
	 25 	 9 	 52
	 26 	 2 	 88
	 27 	 1 	 3
	 28 	 4 	 52
	 29 	 7 	 102
	 30 	 2 	 372
	 31 	 7 	 28
	 32 	 5 	 29
	 33 	 8 	 342
	 34 	 3 	 1224
	 35 	 5 	 78
	 36 	 4 	 40
	 37 	 6 	 49
	 38 	 1 	 56
	 39 	 3 	 51
	 40 	 3 	 239
	 41 	 9 	 129
	 42 	 7 	 13
	 43 	 7 	 69
	 44 	 4 	 75
	 45 	 3 	 70
	 46 	 1 	 7
	 47 	 3 	 244
	 48 	 6 	 134
	 49 	 8 	 442
	 50 	 1 	 14
	 51 	 6 	 120
	 52 	 4 	 108
	 53 	 6 	 101
	 54 	 5 	 29
	 55 	 2 	 561
	 56 	 2 	 180
	 57 	 4 	 15
	 58 	 1 	 32
	 59 	 2 	 691
	 60 	 5 	 1616
	 61 	 4 	 103
	 62 	 2 	 368
	 63 	 1 	 20
	 64 	 2 	 21
	 65 	 5 	 151
	 66 	 11 	 80
	 67 	 2 	 256
	 68 	 2 	 62
	 69 	 6 	 224
	 70 	 2 	 261
	 71 	 8 	 96
	 72 	 1 	 11
	 73 	 2 	 91
	 74 	 3 	 141
	 75 	 3 	 145
	 76 	 5 	 268
	 77 	 10 	 262
	 78 	 9 	 87
	 79 	 3 	 4250
	 80 	 11 	 162
	 81 	 2 	 35
	 82 	 10 	 40
	 83 	 6 	 34
	 84 	 4 	 77
	 85 	 7 	 136
	 86 	 10 	 63
	 87 	 2 	 27
	 88 	 1 	 22
	 89 	 4 	 65
	 90 	 3 	 338
	 91 	 3 	 3297
	 92 	 2 	 414
	 93 	 1 	 11
	 94 	 1 	 20
	 95 	 3 	 37
	 96 	 1 	 10
	 97 	 1 	 18
	 98 	 2 	 81
	 99 	 2 	 22
	 100 	 1 	 3
	 101 	 4 	 77
	 102 	 6 	 38
	 103 	 1 	 12
	 104 	 3 	 219
	 105 	 7 	 21
	 106 	 4 	 221
	 107 	 5 	 7
	 108 	 5 	 69
	 109 	 3 	 130
	 110 	 5 	 148
	 111 	 5 	 21
	 112 	 2 	 445
	 113 	 8 	 712
	 114 	 4 	 65
	 115 	 8 	 365
	 116 	 2 	 34
	 117 	 2 	 25
	 118 	 6 	 296
	 119 	 9 	 480
	 120 	 2 	 10
	 121 	 5 	 330
	 122 	 1 	 12
	 123 	 3 	 346
	 124 	 3 	 79
	 125 	 6 	 21
	 126 	 1 	 5
	 127 	 3 	 3860
	 128 	 6 	 88
	 129 	 4 	 62
	 130 	 1 	 8
	 131 	 10 	 62
	 132 	 4 	 117
;
 param:		 c 	 cap := 
1 	 1 	 6584 
2 	 1 	 3968 
3 	 1 	 8568 
4 	 1 	 8838 
5 	 1 	 3427 
6 	 1 	 7215 
7 	 1 	 6223 
8 	 1 	 4419 
9 	 1 	 4960 
10 	 1 	 5321 
11 	 1 	 6944 
12 	 1 	 6403 ;
 
 param g := 
 1 	  2 	 5 
 2 	  1 	 3 
 2 	  5 	 2 
 5 	  2 	 5 
 2 	  6 	 3 
 6 	  2 	 2 
 2 	  12 	 5 
 12 	  2 	 5 
 3 	  6 	 4 
 6 	  3 	 2 
 3 	  9 	 3 
 9 	  3 	 4 
 4 	  7 	 2 
 7 	  4 	 2 
 4 	  10 	 3 
 10 	  4 	 5 
 4 	  11 	 4 
 11 	  4 	 5 
 5 	  7 	 3 
 7 	  5 	 2 
 5 	  8 	 4 
 8 	  5 	 3 
 6 	  7 	 3 
 7 	  6 	 4 
 8 	  10 	 3 
 10 	  8 	 5 
 9 	  12 	 4 
 12 	  9 	 5 
 10 	  11 	 2 
 11 	  10 	 3 
;
