data;

param n := 40;

set E :=
	1 3
	1 7
	1 10
	1 12
	1 13
	1 17
	1 21
	1 23
	1 27
	1 30
	1 31
	1 34
	1 35
	1 39
	1 40
	2 7
	2 9
	2 10
	2 17
	2 18
	2 22
	2 23
	2 27
	2 31
	2 32
	2 34
	2 35
	2 37
	3 4
	3 7
	3 13
	3 30
	3 39
	3 40
	4 6
	4 12
	4 13
	4 21
	4 29
	4 30
	4 40
	5 8
	5 9
	5 14
	5 15
	5 18
	5 25
	5 26
	6 7
	6 10
	6 11
	6 12
	6 16
	6 17
	6 21
	6 24
	6 28
	6 29
	6 30
	6 31
	6 33
	6 34
	6 36
	6 37
	6 39
	6 40
	7 10
	7 11
	7 12
	7 17
	7 21
	7 23
	7 24
	7 27
	7 29
	7 30
	7 31
	7 34
	7 35
	7 37
	7 39
	7 40
	8 9
	8 14
	8 15
	8 18
	8 24
	8 25
	8 26
	8 33
	8 36
	8 37
	9 11
	9 12
	9 14
	9 15
	9 17
	9 18
	9 21
	9 24
	9 25
	9 26
	9 27
	9 29
	9 31
	9 33
	9 36
	9 37
	10 12
	10 17
	10 18
	10 21
	10 22
	10 23
	10 24
	10 27
	10 29
	10 30
	10 31
	10 34
	10 35
	10 37
	10 39
	10 40
	11 12
	11 14
	11 16
	11 17
	11 19
	11 20
	11 21
	11 24
	11 28
	11 29
	11 31
	11 33
	11 36
	11 37
	11 38
	11 40
	12 17
	12 21
	12 24
	12 27
	12 29
	12 30
	12 31
	12 33
	12 34
	12 36
	12 37
	12 39
	12 40
	13 30
	13 39
	13 40
	14 15
	14 16
	14 18
	14 24
	14 25
	14 26
	14 33
	14 36
	14 37
	15 18
	15 25
	15 26
	16 19
	16 20
	16 24
	16 28
	16 29
	16 33
	16 36
	16 38
	17 18
	17 21
	17 23
	17 24
	17 27
	17 29
	17 31
	17 34
	17 36
	17 37
	17 39
	17 40
	18 23
	18 24
	18 25
	18 26
	18 27
	18 31
	18 37
	19 20
	19 28
	19 33
	19 36
	19 38
	20 28
	20 33
	20 36
	20 38
	21 24
	21 27
	21 29
	21 30
	21 31
	21 34
	21 36
	21 37
	21 39
	21 40
	22 23
	22 27
	22 32
	22 34
	22 35
	22 39
	23 27
	23 31
	23 32
	23 34
	23 35
	23 37
	23 39
	24 27
	24 28
	24 29
	24 31
	24 33
	24 34
	24 36
	24 37
	24 40
	25 26
	27 29
	27 31
	27 32
	27 34
	27 35
	27 37
	27 39
	28 29
	28 33
	28 36
	28 38
	29 30
	29 31
	29 33
	29 34
	29 36
	29 37
	29 39
	29 40
	30 31
	30 34
	30 39
	30 40
	31 34
	31 36
	31 37
	31 39
	31 40
	32 35
	33 36
	33 38
	34 35
	34 37
	34 39
	34 40
	35 39
	36 37
	36 38
	36 40
	37 39
	37 40
	39 40
;

param c :=
	1 8
	2 5
	3 4
	4 3
	5 4
	6 5
	7 7
	8 8
	9 5
	10 5
	11 7
	12 7
	13 6
	14 6
	15 2
	16 4
	17 7
	18 2
	19 8
	20 8
	21 5
	22 5
	23 4
	24 1
	25 2
	26 4
	27 4
	28 9
	29 9
	30 9
	31 1
	32 5
	33 8
	34 8
	35 7
	36 1
	37 4
	38 1
	39 5
	40 5
;

