
data;

param n := 80;

param B := 65; 

param: w p  :=
	1 10 48
	2 2 36
	3 6 14
	4 5 21
	5 7 30
	6 10 19
	7 2 39
	8 6 10
	9 9 43
	10 7 11
	11 4 28
	12 3 3
	13 4 41
	14 7 38
	15 6 3
	16 7 25
	17 4 31
	18 5 48
	19 7 39
	20 2 17
	21 3 17
	22 9 26
	23 4 40
	24 8 14
	25 7 22
	26 2 42
	27 8 43
	28 5 27
	29 10 48
	30 5 5
	31 3 31
	32 9 42
	33 4 41
	34 6 8
	35 5 5
	36 9 13
	37 2 36
	38 6 42
	39 3 18
	40 9 28
	41 5 16
	42 5 28
	43 8 44
	44 6 26
	45 8 37
	46 7 33
	47 3 23
	48 8 7
	49 9 41
	50 6 27
	51 5 2
	52 3 19
	53 5 50
	54 10 50
	55 2 24
	56 9 45
	57 8 7
	58 5 2
	59 6 25
	60 3 36
	61 8 42
	62 6 8
	63 3 27
	64 6 11
	65 7 37
	66 2 49
	67 9 5
	68 3 34
	69 8 38
	70 7 46
	71 3 46
	72 9 28
	73 10 39
	74 10 24
	75 9 21
	76 4 49
	77 10 49
	78 10 3
	79 6 50
	80 2 19
;
